ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
33976_at	0.4083	0.17010585	-1.53404	-5.32079	-1.656631	ONECUT1	one cut homeobox 1
36551_at	0.4083	0.17018767	1.533701	-5.32122	1.148547	C12orf29	chromosome 12 open reading frame 29
1405_i_at	0.4083	0.17019708	-1.533662	-5.32127	-0.899607	CCL5	C-C motif chemokine ligand 5
1329_s_at	0.4083	0.17027736	1.533329	-5.32169	0.687491	TERF1	telomeric repeat binding factor 1
34436_at	0.4083	0.17028582	-1.533294	-5.32174	-0.569239	SLC17A3	solute carrier family 17 member 3
32038_s_at	0.4083	0.17029918	-1.533239	-5.32181	-0.502836	SRSF8	serine and arginine rich splicing factor 8
34810_at	0.4083	0.17031198	-1.533186	-5.32187	-0.658634	COQ9	coenzyme Q9
38239_at	0.4083	0.17033121	-1.533106	-5.32197	-1.071414	CLDN18	claudin 18
35689_at	0.4084	0.17038811	1.532871	-5.32227	1.172366	LOC101929134///HERC3	uncharacterized LOC101929134///HECT and RLD domain containing E3 ubiquitin protein ligase 3
34947_at	0.4084	0.17042705	1.53271	-5.32247	1.304009	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
33820_g_at	0.4089	0.17069007	1.531623	-5.32385	0.572864	SNORD14D///SNORD14C///HSPA8	small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8
39510_r_at	0.4089	0.17077156	1.531286	-5.32427	0.718341	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)
39731_at	0.4089	0.17078109	1.531247	-5.32432	0.631981	LOC101928747///RBMX///SNORD61	uncharacterized LOC101928747///RNA binding motif protein, X-linked///small nucleolar RNA, C/D box 61
176_at	0.4089	0.17078665	1.531224	-5.32435	0.544599	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
1930_at	0.4089	0.17080453	-1.53115	-5.32444	-0.739611	ABCC3	ATP binding cassette subfamily C member 3
808_at	0.409	0.17085441	-1.530944	-5.3247	-1.478693	RAB27B	RAB27B, member RAS oncogene family
34447_at	0.409	0.17090946	-1.530717	-5.32499	-0.657047	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit
41169_at	0.409	0.17092933	-1.530635	-5.32509	-0.514474	PLAUR	plasminogen activator, urokinase receptor
39961_at	0.409	0.17098281	1.530415	-5.32537	1.08083	ATP10A	ATPase phospholipid transporting 10A (putative)
33258_g_at	0.4092	0.1710603	-1.530095	-5.32578	-0.474176	DLST	dihydrolipoamide S-succinyltransferase
41491_s_at	0.4092	0.17110124	-1.529927	-5.32599	-0.567726	ATP11A	ATPase phospholipid transporting 11A
100_g_at	0.4096	0.17130173	-1.529101	-5.32703	-0.604435	RABGGTA	Rab geranylgeranyltransferase alpha subunit
33301_g_at	0.4096	0.17137292	-1.528808	-5.3274	-0.59125	CDK11A///CDK11B	cyclin dependent kinase 11A///cyclin dependent kinase 11B
38022_s_at	0.4096	0.17139987	1.528697	-5.32754	0.765559	PLEC	plectin
37150_at	0.4096	0.17141088	-1.528652	-5.3276	-0.602215	KLHL20	kelch like family member 20
33892_at	0.4096	0.17145648	-1.528464	-5.32784	-1.095582	PKP2	plakophilin 2
37290_at	0.41	0.17166049	-1.527626	-5.32889	-1.348293	CDH8	cadherin 8
35702_at	0.4101	0.17175803	1.527225	-5.3294	1.094736	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1
38639_at	0.4101	0.17178421	-1.527117	-5.32954	-0.658873	MIR4800///MXD4	microRNA 4800///MAX dimerization protein 4
38191_at	0.4101	0.17179039	-1.527092	-5.32957	-0.632817	DEPDC5	DEP domain containing 5
477_at	0.4101	0.17180806	-1.527019	-5.32966	-0.458295	IRF5	interferon regulatory factor 5
33606_g_at	0.4102	0.17189455	-1.526664	-5.33011	-0.852215	NKX2-2	NK2 homeobox 2
31353_f_at	0.4102	0.17190899	-1.526605	-5.33018	-0.520348	FOXE1	forkhead box E1
39967_at	0.4102	0.17196176	-1.526389	-5.33046	-0.558513	LDOC1	leucine zipper down-regulated in cancer 1
32104_i_at	0.4103	0.17203953	-1.52607	-5.33086	-0.519977	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
31496_g_at	0.4105	0.17217215	-1.525526	-5.33154	-0.630037	XCL2///XCL1	X-C motif chemokine ligand 2///X-C motif chemokine ligand 1
32998_at	0.4105	0.17218008	-1.525494	-5.33158	-0.598763	CCKAR	cholecystokinin A receptor
39270_at	0.4107	0.17230183	-1.524995	-5.33221	-0.666358	CLEC4M	C-type lectin domain family 4 member M
36808_at	0.4109	0.17239721	1.524605	-5.3327	0.815178	PTPN22	protein tyrosine phosphatase, non-receptor type 22
34852_g_at	0.4109	0.17243297	-1.524458	-5.33289	-1.209862	AURKA	aurora kinase A
1665_s_at	0.411	0.1725089	1.524148	-5.33328	1.779841	TYMP	thymidine phosphorylase
32977_at	0.4116	0.17278201	-1.523031	-5.33469	-0.646794	FAM65B	family with sequence similarity 65 member B
35786_at	0.4116	0.17282247	-1.522866	-5.3349	-0.460502	DENND4B	DENN domain containing 4B
35937_at	0.4118	0.17294426	1.522369	-5.33552	0.567503	MICB	MHC class I polypeptide-related sequence B
33623_g_at	0.4118	0.17296768	-1.522274	-5.33564	-1.127467	CACNA1C	calcium voltage-gated channel subunit alpha1 C
35202_at	0.4126	0.173356	1.520691	-5.33764	0.610353	RNGTT	RNA guanylyltransferase and 5'-phosphatase
38763_at	0.4128	0.17351379	-1.520049	-5.33844	-0.761301	SORD	sorbitol dehydrogenase
36407_at	0.4128	0.17352647	-1.519997	-5.33851	-0.809298	KLK13	kallikrein related peptidase 13
32494_at	0.4128	0.17354614	-1.519917	-5.33861	-0.6003	HTR1D	5-hydroxytryptamine receptor 1D
39522_at	0.4128	0.17356181	1.519853	-5.33869	0.925126	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
40109_at	0.4128	0.17360036	1.519697	-5.33889	0.609095	SRF	serum response factor
40589_at	0.4128	0.17363508	-1.519555	-5.33907	-0.580414	SNTB2	syntrophin beta 2
1355_g_at	0.413	0.17374381	-1.519113	-5.33962	-1.046933	NTRK2	neurotrophic receptor tyrosine kinase 2
41863_at	0.413	0.17378778	-1.518935	-5.33985	-0.491147	RALYL	RALY RNA binding protein-like
34996_at	0.4131	0.17383904	-1.518727	-5.34011	-0.82182	TMPRSS2	transmembrane protease, serine 2
31882_at	0.4132	0.17391305	-1.518426	-5.34049	-0.483457	RRP9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)
40090_at	0.4132	0.17394543	-1.518295	-5.34065	-0.676117	WBSCR22	Williams-Beuren syndrome chromosome region 22
1070_at	0.4132	0.17398228	1.518145	-5.34084	1.072042	GTF2B	general transcription factor IIB
37886_at	0.4132	0.17402314	1.517979	-5.34105	0.714277	AKAP8L	A-kinase anchoring protein 8 like
33913_at	0.4133	0.17409751	-1.517678	-5.34143	-0.552774	PRRC2A	proline rich coiled-coil 2A
36986_at	0.4134	0.17415702	-1.517436	-5.34173	-0.487337	LYPLA2	lysophospholipase II
431_at	0.4134	0.17422816	1.517148	-5.34209	3.198165	CXCL10	C-X-C motif chemokine ligand 10
40025_at	0.4134	0.17424248	-1.51709	-5.34217	-0.605534	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)
35890_at	0.4134	0.17433909	-1.516699	-5.34266	-1.754699	SEMA3D	semaphorin 3D
41815_at	0.4134	0.17435026	1.516653	-5.34272	0.503567	SYNE2	spectrin repeat containing nuclear envelope protein 2
32916_at	0.4134	0.17435685	-1.516627	-5.34275	-1.155899	PTPRE	protein tyrosine phosphatase, receptor type E
34929_at	0.4135	0.17440685	-1.516424	-5.343	-1.001529	TNFRSF8	TNF receptor superfamily member 8
35339_at	0.4136	0.17451056	1.516004	-5.34353	0.490608	RAB8A	RAB8A, member RAS oncogene family
34332_at	0.4137	0.17455034	-1.515843	-5.34374	-0.459184	GNPDA1	glucosamine-6-phosphate deaminase 1
34468_at	0.4137	0.17457801	-1.515731	-5.34388	-0.829744	HTR4	5-hydroxytryptamine receptor 4
41110_at	0.4138	0.17468747	1.515289	-5.34443	0.997017	CUL5	cullin 5
40875_s_at	0.4138	0.17469531	-1.515257	-5.34447	-0.469835	SNRNP70	small nuclear ribonucleoprotein U1 subunit 70
33886_at	0.4139	0.17476937	1.514958	-5.34485	1.860886	ABI1	abl interactor 1
33142_at	0.414	0.17490004	-1.51443	-5.34551	-1.124509	GPR39	G protein-coupled receptor 39
1053_at	0.414	0.17492095	1.514345	-5.34562	1.013261	RFC2	replication factor C subunit 2
36999_at	0.414	0.17492513	1.514328	-5.34564	0.751688	KDM5A	lysine demethylase 5A
34622_at	0.4142	0.17506862	-1.513749	-5.34637	-0.816757	DEFA6	defensin alpha 6
35316_at	0.4142	0.17509277	1.513652	-5.34649	0.468932	RRAGA	Ras related GTP binding A
36960_at	0.4142	0.17514638	-1.513436	-5.34676	-0.485527	PHC2	polyhomeotic homolog 2
36121_at	0.4142	0.17517577	1.513317	-5.34691	0.986513	EPN2-IT1///EPN2	EPN2 intronic transcript 1///epsin 2
1589_s_at	0.4142	0.17521197	1.513171	-5.34709	1.459972	IFNAR2	interferon alpha and beta receptor subunit 2
1662_r_at	0.4142	0.17528701	-1.512869	-5.34747	-1.687721		
1358_s_at	0.4142	0.17535473	1.512596	-5.34782	0.981275	IFI6	interferon alpha inducible protein 6
41729_at	0.4142	0.17538376	1.512479	-5.34796	0.599383	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
40572_at	0.4142	0.17539642	-1.512428	-5.34803	-1.784976	AAK1	AP2 associated kinase 1
34098_f_at	0.4142	0.17543143	-1.512287	-5.3482	-0.63985		
37087_at	0.4142	0.17546738	-1.512142	-5.34839	-0.616488	AKAP4	A-kinase anchoring protein 4
1755_i_at	0.4142	0.17553262	-1.511879	-5.34872	-0.961439	CYP3A4	cytochrome P450 family 3 subfamily A member 4
32344_r_at	0.4142	0.17554158	-1.511843	-5.34876	-0.833466	KCNA4	potassium voltage-gated channel subfamily A member 4
35262_at	0.4142	0.17557917	-1.511692	-5.34895	-0.533511	EIF6	eukaryotic translation initiation factor 6
33346_r_at	0.4142	0.17563374	-1.511472	-5.34923	-0.502501	TUBG1	tubulin gamma 1
436_at	0.4142	0.17565245	-1.511397	-5.34932	-0.495993	IL5	interleukin 5
34068_f_at	0.4142	0.1756748	-1.511307	-5.34943	-0.89353	SSX1	SSX family member 1
36297_at	0.4142	0.17567985	-1.511287	-5.34946	-1.325218	ATF1	activating transcription factor 1
341_at	0.4142	0.17570547	-1.511184	-5.34959	-0.841987	PTAFR	platelet activating factor receptor
40322_at	0.4142	0.17571232	1.511156	-5.34962	1.415346	IL1RL1	interleukin 1 receptor like 1
32256_r_at	0.4142	0.17571284	1.511154	-5.34963	1.066095	TERF1	telomeric repeat binding factor 1
35132_at	0.4145	0.17585444	-1.510585	-5.35034	-1.179834	MYO1F	myosin IF
37595_at	0.4148	0.17600447	-1.509982	-5.3511	-1.255607	FRRS1L	ferric chelate reductase 1 like
446_at	0.4148	0.17604806	-1.509807	-5.35132	-0.516846	CSNK1G2	casein kinase 1 gamma 2
31760_at	0.4149	0.17610672	-1.509572	-5.35161	-0.766316	SAG	S-antigen visual arrestin
35274_at	0.415	0.17620807	1.509165	-5.35212	1.047834	AP1G1	adaptor related protein complex 1 gamma 1 subunit
2048_s_at	0.415	0.17623679	-1.50905	-5.35227	-1.15744	THRB	thyroid hormone receptor beta
1862_at	0.415	0.17628937	-1.508839	-5.35253	-1.410844	ATM	ATM serine/threonine kinase
41453_at	0.415	0.17630318	-1.508784	-5.3526	-0.566342	DLG3	discs large MAGUK scaffold protein 3
1881_at	0.4152	0.17639573	1.508413	-5.35307	1.183014	MECOM	MDS1 and EVI1 complex locus
35021_at	0.4152	0.17643749	-1.508246	-5.35328	-1.28594	BMPR1B	bone morphogenetic protein receptor type 1B
896_at	0.4153	0.17651936	-1.507918	-5.35369	-0.54104	MUC2	mucin 2, oligomeric mucus/gel-forming
38580_at	0.4154	0.17661058	1.507552	-5.35414	0.47032	GNAQ	G protein subunit alpha q
33827_at	0.4155	0.1766767	1.507288	-5.35448	0.574117	N4BP2L2	NEDD4 binding protein 2 like 2
41325_at	0.4155	0.17668939	-1.507237	-5.35454	-0.764467	KCNK3	potassium two pore domain channel subfamily K member 3
33744_at	0.4155	0.17678635	-1.506849	-5.35503	-0.502968	GEMIN4	gem nuclear organelle associated protein 4
37502_at	0.4155	0.17678704	-1.506846	-5.35503	-1.262149	SMC2	structural maintenance of chromosomes 2
33876_at	0.4155	0.17680998	1.506755	-5.35515	0.553446	WWTR1	WW domain containing transcription regulator 1
36500_at	0.4156	0.17692305	-1.506303	-5.35571	-0.50167	NSDHL	NAD(P) dependent steroid dehydrogenase-like
34520_at	0.4156	0.17692579	-1.506292	-5.35573	-1.085944	HCN2	hyperpolarization activated cyclic nucleotide gated potassium channel 2
33191_at	0.4156	0.17693582	1.506252	-5.35578	0.652157	SLF2	SMC5-SMC6 complex localization factor 2
31675_s_at	0.4157	0.17703975	1.505837	-5.3563	0.721702	PTENP1///PTEN	phosphatase and tensin homolog pseudogene 1///phosphatase and tensin homolog
526_s_at	0.4158	0.1771312	-1.505471	-5.35675	-0.512603	PMS2CL///PMS2	PMS2 C-terminal like pseudogene///PMS1 homolog 2, mismatch repair system component
31598_s_at	0.4158	0.17713914	-1.50544	-5.35679	-1.248822	GALE	UDP-galactose-4-epimerase
40985_g_at	0.4159	0.17722115	1.505112	-5.3572	1.181609	TUBGCP4	tubulin gamma complex associated protein 4
37097_at	0.4159	0.17725826	-1.504964	-5.35739	-0.622989	SLC17A1	solute carrier family 17 member 1
1444_at	0.4159	0.17731426	-1.504741	-5.35767	-0.495351	PSMD9	proteasome 26S subunit, non-ATPase 9
33487_at	0.4159	0.17738338	-1.504465	-5.35801	-1.128466	HPD	4-hydroxyphenylpyruvate dioxygenase
41698_at	0.4159	0.17740184	-1.504392	-5.35811	-0.647992	SLC9A8	solute carrier family 9 member A8
35361_at	0.4159	0.17749136	-1.504035	-5.35855	-0.822671	PINK1	PTEN induced putative kinase 1
32751_at	0.4159	0.17756105	1.503757	-5.3589	0.566327	ILF3	interleukin enhancer binding factor 3
37717_at	0.4159	0.17758492	1.503662	-5.35902	0.507455	HNRNPM	heterogeneous nuclear ribonucleoprotein M
37173_at	0.4159	0.17760077	-1.503599	-5.3591	-1.540111	CENPE	centromere protein E
636_at	0.4159	0.17765559	-1.503381	-5.35937	-1.083218		
32506_at	0.4159	0.1777082	1.503171	-5.35963	0.47058	TBC1D1	TBC1 domain family member 1
31851_at	0.4159	0.1777451	1.503025	-5.35982	0.62878	TRIM13	tripartite motif containing 13
34582_at	0.4159	0.17774867	-1.50301	-5.35984	-0.772474	SLC1A2	solute carrier family 1 member 2
682_at	0.4159	0.17776943	-1.502928	-5.35994	-0.866773	IFNA8	interferon alpha 8
34233_i_at	0.4159	0.17779599	-1.502822	-5.36007	-1.300644	NKTR	natural killer cell triggering receptor
35127_at	0.4159	0.17780512	-1.502786	-5.36012	-0.906023	HIST1H2AE	histone cluster 1, H2ae
32201_at	0.4159	0.17782029	-1.502725	-5.36019	-0.48481	SSNA1	SS nuclear autoantigen 1
37111_g_at	0.4159	0.17787989	-1.502488	-5.36049	-0.948309	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
38543_at	0.4159	0.17793459	-1.502271	-5.36076	-0.894292	ALK	anaplastic lymphoma receptor tyrosine kinase
41100_at	0.4159	0.1779839	-1.502075	-5.36101	-0.929475	CARD8	caspase recruitment domain family member 8
36327_at	0.4159	0.17799915	-1.502014	-5.36108	-0.941935	KCNJ1	potassium voltage-gated channel subfamily J member 1
40166_at	0.4159	0.17801304	1.501959	-5.36115	1.554774	RFC5	replication factor C subunit 5
39124_r_at	0.4159	0.17802395	1.501916	-5.36121	0.860131	TRPC1	transient receptor potential cation channel subfamily C member 1
33650_at	0.4159	0.17806568	-1.50175	-5.36141	-1.451418	DDX27	DEAD-box helicase 27
33590_at	0.4159	0.17808138	1.501688	-5.36149	1.494495		
41377_f_at	0.4159	0.17810837	-1.50158	-5.36163	-0.940726	UGT2B7	UDP glucuronosyltransferase family 2 member B7
41213_at	0.4159	0.17811103	1.50157	-5.36164	0.457743	PRDX1	peroxiredoxin 1
35340_at	0.4159	0.17813182	1.501487	-5.36174	0.554458	RAB8A	RAB8A, member RAS oncogene family
39488_at	0.4159	0.1782026	-1.501206	-5.36209	-1.346897	PCDH9	protocadherin 9
32863_at	0.4159	0.17822039	-1.501136	-5.36218	-0.57522	CAMK1G	calcium/calmodulin dependent protein kinase IG
36211_at	0.4159	0.17822874	1.501102	-5.36222	0.535525	BCL2L2	BCL2 like 2
38475_at	0.4159	0.17827386	1.500923	-5.36245	0.530863	DCTN2	dynactin subunit 2
31615_i_at	0.4159	0.17834127	-1.500656	-5.36278	-1.218908	CD44	CD44 molecule (Indian blood group)
33051_at	0.4159	0.1783705	-1.50054	-5.36293	-1.984606	GABRR1	gamma-aminobutyric acid type A receptor rho1 subunit
432_s_at	0.4159	0.17839148	1.500457	-5.36303	1.144887	TRAC///TRAJ17///TRAV20///TRDV2///YME1L1	T-cell receptor alpha constant///T cell receptor alpha joining 17///T cell receptor alpha variable 20///T cell receptor delta variable 2///YME1 like 1 ATPase
32098_at	0.4159	0.17840345	-1.500409	-5.36309	-1.046206	COL6A2	collagen type VI alpha 2 chain
39399_at	0.4159	0.17843252	-1.500294	-5.36324	-0.553055	TBCD	tubulin folding cofactor D
35578_at	0.4159	0.17844782	-1.500233	-5.36331	-0.940222		
40998_at	0.4159	0.17845688	-1.500197	-5.36336	-0.54734	MED12	mediator complex subunit 12
31633_g_at	0.4159	0.17848382	-1.500091	-5.36349	-1.080477	ZNF259P1///ZPR1	zinc finger protein 259 pseudogene 1///ZPR1 zinc finger
1696_at	0.4159	0.17854162	-1.499862	-5.36378	-0.676854	POLB	DNA polymerase beta
36433_at	0.4161	0.17865844	1.499399	-5.36436	0.788034	GLRA3	glycine receptor alpha 3
36028_at	0.4161	0.17868839	-1.49928	-5.3645	-0.457085	TCIRG1	T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3
35154_at	0.4164	0.17881859	-1.498765	-5.36515	-0.661796	BTBD2	BTB domain containing 2
39591_s_at	0.4165	0.17893517	-1.498303	-5.36573	-0.477327	FGL2	fibrinogen like 2
39606_at	0.4172	0.17927635	-1.496955	-5.36741	-0.928917	SPAG11A///SPAG11B	sperm associated antigen 11A///sperm associated antigen 11B
35693_at	0.4172	0.1793209	-1.496779	-5.36763	-0.491969	HPCAL1	hippocalcin like 1
35173_at	0.4172	0.1793834	-1.496533	-5.36794	-0.790461	PNPLA4	patatin like phospholipase domain containing 4
37955_at	0.4172	0.17940056	-1.496465	-5.36802	-0.514411	CNPY2	canopy FGF signaling regulator 2
35920_at	0.4172	0.17946767	-1.4962	-5.36835	-0.749477	HBBP1	hemoglobin subunit beta pseudogene 1
37562_at	0.4172	0.17950773	-1.496042	-5.36855	-0.605597	PCDH1	protocadherin 1
31969_i_at	0.4172	0.17951397	-1.496018	-5.36858	-1.628397	PPEF2	protein phosphatase with EF-hand domain 2
37927_at	0.4172	0.17952032	-1.495993	-5.36861	-0.702385	RCC1	regulator of chromosome condensation 1
1470_at	0.4172	0.17952917	1.495958	-5.36866	1.324375	POLD2	DAN polymerase delta 2, accessory subunit
37542_at	0.4173	0.1796043	1.495661	-5.36903	0.536077	LHFPL2	lipoma HMGIC fusion partner-like 2
32407_f_at	0.4173	0.17965198	-1.495474	-5.36926	-0.571869		
36622_at	0.4173	0.17966743	-1.495413	-5.36934	-1.779922	FGG	fibrinogen gamma chain
37873_g_at	0.4173	0.17968299	-1.495351	-5.36941	-0.764583	JRK	Jrk helix-turn-helix protein
36604_at	0.4173	0.17971125	1.49524	-5.36955	1.495568	UBE2N	ubiquitin conjugating enzyme E2 N
1281_f_at	0.4173	0.17976635	-1.495023	-5.36982	-0.850502	MKNK2	MAP kinase interacting serine/threonine kinase 2
1183_at	0.4174	0.17989944	-1.494499	-5.37048	-1.282529	CCL17	C-C motif chemokine ligand 17
36018_at	0.4174	0.17990123	-1.494492	-5.37049	-0.643489	SOX10	SRY-box 10
34572_at	0.4174	0.17990137	-1.494491	-5.37049	-0.835585	CA7	carbonic anhydrase 7
40914_s_at	0.4178	0.18008629	-1.493764	-5.3714	-1.729017	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
41477_at	0.4179	0.18023279	-1.493188	-5.37211	-1.461491	KCNJ13	potassium voltage-gated channel subfamily J member 13
34749_at	0.4179	0.18025589	1.493097	-5.37223	0.687068	SLC31A2	solute carrier family 31 member 2
34637_f_at	0.4179	0.1802643	-1.493064	-5.37227	-1.267813	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide
35347_at	0.4179	0.18027006	-1.493042	-5.3723	-0.583438	EFEMP2	EGF containing fibulin like extracellular matrix protein 2
37175_at	0.4181	0.18038944	-1.492573	-5.37288	-0.637581	SERPINC1	serpin family C member 1
40441_g_at	0.4181	0.18044445	1.492357	-5.37315	0.460452	SERBP1	SERPINE1 mRNA binding protein 1
32217_at	0.4183	0.18053192	1.492014	-5.37358	0.537858	CSRNP2	cysteine and serine rich nuclear protein 2
40942_g_at	0.4184	0.18064181	-1.491583	-5.37412	-0.733521	VAPB	VAMP associated protein B and C
35929_s_at	0.4189	0.18088402	-1.490634	-5.3753	-1.528539	TSPY10///TSPY8///TSPY4///TSPY3///TSPY2///TSPY1	testis specific protein, Y-linked 10///testis specific protein, Y-linked 8///testis specific protein, Y-linked 4///testis specific protein, Y-linked 3///testis specific protein, Y-linked 2///testis specific protein, Y-linked 1
36849_at	0.419	0.18101502	1.490121	-5.37594	0.504398	ARHGAP29	Rho GTPase activating protein 29
39345_at	0.419	0.18102796	1.49007	-5.376	0.469597	NPC2	NPC intracellular cholesterol transporter 2
34524_at	0.419	0.18104571	-1.490001	-5.37609	-0.480607	AJAP1	adherens junctions associated protein 1
33516_at	0.419	0.18110278	-1.489778	-5.37637	-1.620602	HBD	hemoglobin subunit delta
35490_at	0.419	0.18110559	-1.489767	-5.37638	-0.987075	PWAR5	Prader Willi/Angelman region RNA 5
39796_at	0.419	0.18112112	1.489706	-5.37646	0.926421	PSME3	proteasome activator subunit 3
1156_at	0.4191	0.18118858	1.489442	-5.37679	0.534835	SP1	Sp1 transcription factor
185_at	0.4191	0.18122809	-1.489287	-5.37698	-0.513556	NOVA1	NOVA alternative splicing regulator 1
34290_f_at	0.4191	0.18125585	-1.489179	-5.37712	-0.769001	MED24	mediator complex subunit 24
34352_at	0.4194	0.1814625	-1.488372	-5.37812	-0.590931	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1
267_at	0.4194	0.1815172	1.488158	-5.37839	0.716681	MTOR	mechanistic target of rapamycin
34976_at	0.4194	0.18154247	-1.488059	-5.37851	-0.859308	HRC	histidine rich calcium binding protein
40505_at	0.4194	0.1815483	1.488037	-5.37854	0.971099	UBE2L6	ubiquitin conjugating enzyme E2 L6
38712_at	0.4194	0.18155887	1.487995	-5.37859	1.555764	SUCO	SUN domain containing ossification factor
41480_at	0.4194	0.18159053	1.487872	-5.37874	0.618899	RAD51C	RAD51 paralog C
32640_at	0.4194	0.18162228	1.487748	-5.3789	0.659494	ICAM1	intercellular adhesion molecule 1
41035_at	0.4194	0.1816401	-1.487678	-5.37899	-1.262384	TBKBP1	TBK1 binding protein 1
289_at	0.4196	0.18177512	1.487152	-5.37964	0.530969	STAT3	signal transducer and activator of transcription 3
33578_at	0.4199	0.18195945	-1.486434	-5.38054	-1.083429	FZD9	frizzled class receptor 9
38492_at	0.42	0.18199471	1.486296	-5.38071	0.976716	KYNU	kynureninase
32369_at	0.4202	0.18216349	-1.485639	-5.38152	-0.607027	SAA4	serum amyloid A4, constitutive
33079_at	0.4202	0.18219389	-1.485521	-5.38167	-0.965335	STX6	syntaxin 6
438_at	0.4202	0.1822131	-1.485446	-5.38177	-0.754807	PRKACA	protein kinase cAMP-activated catalytic subunit alpha
36432_at	0.4202	0.18227092	-1.485221	-5.38205	-0.998568	MCCC2	methylcrotonoyl-CoA carboxylase 2
36333_at	0.4202	0.182283	1.485174	-5.3821	0.541579	RPL7	ribosomal protein L7
32823_at	0.4202	0.18231749	-1.48504	-5.38227	-0.555197	VPS11	VPS11, CORVET/HOPS core subunit
31380_at	0.4203	0.18239419	-1.484742	-5.38264	-0.62795	ERN1	endoplasmic reticulum to nucleus signaling 1
38078_at	0.4209	0.18266117	-1.483705	-5.38393	-0.597343	FLNB	filamin B
41351_at	0.4211	0.18278085	-1.483241	-5.38451	-0.581822	COL6A1	collagen type VI alpha 1 chain
36780_at	0.4211	0.18282756	-1.48306	-5.38474	-1.128503	CLU	clusterin
41428_at	0.4211	0.18287743	-1.482866	-5.38498	-0.528522	ABCC5	ATP binding cassette subfamily C member 5
531_at	0.4216	0.18312911	1.481891	-5.38619	1.483076	GLIPR1	GLI pathogenesis related 1
35591_at	0.4219	0.18338396	-1.480905	-5.38741	-0.67253	F11	coagulation factor XI
38121_at	0.4219	0.18339545	1.48086	-5.38747	1.103506	WARS	tryptophanyl-tRNA synthetase
37228_at	0.4219	0.18341253	-1.480794	-5.38755	-0.723114	PLK1	polo like kinase 1
40958_at	0.4219	0.18343761	-1.480697	-5.38767	-0.68027	SPTB	spectrin beta, erythrocytic
38816_at	0.4219	0.18345844	1.480617	-5.38777	0.524286	TACC2	transforming acidic coiled-coil containing protein 2
34701_at	0.4219	0.18345881	-1.480615	-5.38777	-0.993824	DLG4	discs large MAGUK scaffold protein 4
551_at	0.4219	0.18346104	-1.480607	-5.38778	-1.171384	EP300	E1A binding protein p300
40524_at	0.4219	0.18352181	1.480372	-5.38808	1.060138	PTPN21	protein tyrosine phosphatase, non-receptor type 21
36409_f_at	0.4221	0.18362064	-1.47999	-5.38855	-1.415304	SSX2B///SSX2	SSX family member 2B///SSX family member 2
39492_at	0.4221	0.1836812	-1.479756	-5.38884	-0.912094	INE2	inactivation escape 2 (non-protein coding)
AFFX-BioB-M_at	0.4221	0.18376666	-1.479426	-5.38925	-0.966107		
33235_at	0.4221	0.18377548	-1.479392	-5.38929	-1.407819	NAV3	neuron navigator 3
39204_at	0.4221	0.18377718	-1.479386	-5.3893	-0.758649		
31606_at	0.4221	0.1837986	-1.479303	-5.38941	-1.355896	RIMS1	regulating synaptic membrane exocytosis 1
110_at	0.4223	0.18389963	-1.478913	-5.38989	-0.732795	CSPG4	chondroitin sulfate proteoglycan 4
40737_at	0.4225	0.18403518	1.47839	-5.39054	1.206012	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
39263_at	0.4231	0.18432808	1.477262	-5.39194	1.130225	OAS2	2'-5'-oligoadenylate synthetase 2
160031_at	0.4231	0.18436056	-1.477137	-5.39209	-1.232749	CDH3	cadherin 3
35821_at	0.4231	0.18439818	-1.476992	-5.39227	-0.650847	HDAC3	histone deacetylase 3
36029_at	0.4231	0.18443852	-1.476837	-5.39247	-1.359604	MPPED2	metallophosphoesterase domain containing 2
40089_at	0.4231	0.1845393	-1.47645	-5.39295	-0.665544	WBSCR22	Williams-Beuren syndrome chromosome region 22
38268_at	0.4231	0.18453998	-1.476447	-5.39295	-0.641261	SLC1A1	solute carrier family 1 member 1
1087_at	0.4231	0.18457694	-1.476305	-5.39313	-0.901107	EPOR	erythropoietin receptor
35460_at	0.4231	0.18461114	1.476173	-5.39329	0.81759	GPR4	G protein-coupled receptor 4
36469_at	0.4231	0.18462394	1.476124	-5.39335	1.046268	DTNA	dystrobrevin alpha
